team,wcyear,opponent,GF,GA,possession_number,shot,goal,wentback,timediff,players_behind,possess,Short,Medium,Long,No_passes,champion,round,goaldiff,,timediff,players_behind,passes
Germany,2014,Ghana,2,2,32,F,F,F,8,4,T,0,1,1,F,T,G,0,,,,2
Spain,2010,Honduras,2,0,53,T,T,F,8,4,T,1,1,0,F,T,G,2,,,,2
Spain,2010,Honduras,2,0,56,F,F,F,8,4,T,2,1,0,F,T,G,2,,,,3
Spain,2010,Paraguary,1,0,10,F,F,F,8,4,T,1,2,0,F,T,QF,1,,,,3
Spain,2010,Paraguary,1,0,51,F,F,F,8,4,T,0,2,0,F,T,QF,1,,,,2
Spain,2010,Paraguary,1,0,55,F,F,F,8,4,T,0,2,1,F,T,QF,1,,,,3
Spain,2014,Australia,3,0,13,F,F,T,8,4,T,3,1,0,F,F,G,3,,,,4
Spain,2018,Russia,1,1,188,F,F,F,8,4,T,1,0,1,F,F,S,0,,,,2
France,2010,Mexico,0,2,78,F,F,F,8,5,F,2,0,1,F,F,G,-2,,,,3
France,2010,South Africa,1,2,24,F,F,F,8,5,F,0,0,1,F,F,G,-1,,,,1
France,2010,South Africa,1,2,52,T,F,F,8,5,F,0,0,1,F,F,G,-1,,,,1
France,2010,Uruguay,0,0,63,F,F,F,8,5,F,4, ,0,F,F,G,0,,,,4
France,2014,Nigeria,2,0,62,F,F,F,8,5,F,2,1,0,F,F,S,2,,,,3
France,2014,Switerland,5,2,56,T,F,F,8,5,F,1, ,0,F,F,G,3,,,,1
France,2014,Switerland,5,2,57,F,F,F,8,5,F,0,0,2,F,F,G,3,,,,2
France,2018,Argentina,4,3,50,F,F,F,8,5,F,1,2,0,F,T,S,1,,,,3
France,2018,Australia,2,1,77,F,F,F,8,5,F,0,2,0,F,T,G,1,,,,2
France,2018,Belgium,1,0,1,F,F,T,8,5,F,0,3,0,F,T,SF,1,,,,3
France,2018,Belgium,1,0,25,T,F,F,8,5,F,2,2,1,F,T,SF,1,,,,5
France,2018,Croatia,4,2,26,F,T,F,8,5,F,0,0,1,F,T,F,2,,,,1
Germany,2010,Argentina,4,0,19,F,F,F,8,5,T,2,1,0,F,F,QF,4,,,,3
Germany,2010,Argentina,4,0,20,F,F,F,8,5,T,0,2,0,F,F,QF,4,,,,2
Germany,2010,Argentina,4,0,38,F,F,F,8,5,T,1,1,0,F,F,QF,4,,,,2
Germany,2010,Australia,4,0,34,T,F,F,8,5,T,2,2,0,F,F,G,4,,,,4
Germany,2010,Ghana,1,0,70,F,F,F,8,5,T,2,1,0,F,F,G,1,,,,3
Germany,2010,Ghana,1,0,83,F,F,F,8,5,T,2,0,0,F,F,G,1,,,,2
Germany,2010,Uruguay,3,2,55,T,F,F,8,5,T,1,1,0,F,F,TPP,1,,,,2
Germany,2014,Brazil,7,1,19,F,F,F,8,5,T,2,1,0,F,T,SF,6,,,,3
Germany,2014,Brazil,7,1,37,F,F,F,8,5,T,1,2,0,F,T,SF,6,,,,3
Germany,2014,France,1,0,16,F,F,F,8,5,T,3,1,0,F,T,QF,1,,,,4
Germany,2014,France,1,0,35,F,F,T,8,5,T,1,1,1,F,T,QF,1,,,,3
Germany,2014,France,1,0,76,F,F,F,8,5,T,0,1,0,F,T,QF,1,,,,1
Germany,2018,Mexico,0,1,18,T,F,F,8,5,T,0,3,0,F,F,G,-1,,,,3
Spain,2010,Netherlands,1,0,42,F,F,F,8,5,T,1,2,0,F,T,F,1,,,,3
Spain,2010,Netherlands,1,0,78,F,F,F,8,5,T,4,2,0,F,T,F,1,,,,6
Spain,2010,Netherlands,1,0,96,F,F,F,8,5,T,1,1,1,F,T,F,1,,,,3
Spain,2010,Paraguary,1,0,35,F,F,F,8,5,T,0,2,1,F,T,QF,1,,,,3
Spain,2010,Portugal,1,0,79,T,F,F,8,5,T,2,1,0,F,T,S,1,,,,3
Spain,2010,Switzerland,0,1,60,F,F,F,8,5,T,1,2,0,F,T,G,-1,,,,3
Spain,2014,Australia,3,0,65,T,T,F,8,5,T,1,2,0,F,F,G,3,,,,3
Spain,2014,Australia,3,0,84,F,F,F,8,5,T,3,1,0,F,F,G,3,,,,4
Spain,2014,Netherlands,1,5,43,F,F,T,8,5,T,2,1,0,F,F,G,-4,,,,3
Spain,2014,Netherlands,1,5,46,T,F,F,8,5,T,0,1,0,F,F,G,-4,,,,1
Spain,2018,Iran,1,0,71,F,F,F,8,5,T,2,2,0,F,F,G,1,,,,4
France,2010,South Africa,1,2,60,T,T,F,8,6,F,2,0,0,F,F,G,-1,,,,2
France,2014,Nigeria,2,0,2,F,F,F,8,6,F,3,1,0,F,F,S,2,,,,4
France,2018,Belgium,1,0,9,F,F,F,8,6,F,2,0,1,F,T,SF,1,,,,3
France,2018,Belgium,1,0,29,T,F,F,8,6,F,3,0,0,F,T,SF,1,,,,3
France,2018,Belgium,1,0,71,T,F,F,8,6,F,0,2,0,F,T,SF,1,,,,2
France,2018,Croatia,4,2,52,T,T,F,8,6,F,3,1,0,F,T,F,2,,,,4
Germany,2010,Argentina,4,0,64,F,F,F,8,6,T,0,1,1,F,F,QF,4,,,,2
Germany,2010,England,4,1,41,F,F,F,8,6,T,1,1,0,F,F,S,3,,,,2
Germany,2010,Ghana,1,0,41,F,F,F,8,6,T,1,1,0,F,F,G,1,,,,2
Germany,2010,Ghana,1,0,61,F,F,F,8,6,T,2,1,0,F,F,G,1,,,,3
Germany,2010,Ghana,1,0,99,F,F,F,8,6,T,2,2,0,F,F,G,1,,,,4
Germany,2010,Serbia,0,1,5,F,F,F,8,6,T,1,1,0,F,F,G,-1,,,,2
Germany,2010,Spain,0,1,21,F,F,F,8,6,T,2,1,0,F,F,SF,-1,,,,3
Germany,2010,Spain,0,1,38,F,F,F,8,6,T,2,1,0,F,F,SF,-1,,,,3
Germany,2010,Uruguay,3,2,29,F,F,F,8,6,T,0,1,1,F,F,TPP,1,,,,2
Germany,2014,Algeria,2,1,11,F,F,T,8,6,T,0,0,1,F,T,S,1,,,,1
Germany,2014,Algeria,2,1,106,T,F,F,8,6,T,0,1,1,F,T,S,1,,,,2
Germany,2014,Algeria,2,1,150,F,F,F,8,6,T,0,3,0,F,T,S,1,,,,3
Germany,2014,Brazil,7,1,65,F,F,F,8,6,T,0,2,0,F,T,SF,6,,,,2
Germany,2014,France,1,0,60,T,F,F,8,6,T,1,1,0,F,T,QF,1,,,,2
Germany,2014,Ghana,2,2,62,F,F,F,8,6,T,4,1,0,F,T,G,0,,,,5
Germany,2014,US,1,0,16,F,F,T,8,6,T,3,0,0,F,T,G,1,,,,3
Germany,2018,Korea,0,2,54,F,F,F,8,6,T,0,2,0,F,F,G,-2,,,,2
Germany,2018,Sweden,2,1,52,F,F,F,8,6,T,0,1,0,F,F,G,1,,,,1
Spain,2010,Germany,1,0,47,F,F,F,8,6,T,0,0,0,T,T,SF,1,,,,0
Spain,2010,Netherlands,1,0,65,F,F,F,8,6,T,5,2,0,F,T,F,1,,,,7
Spain,2010,Netherlands,1,0,105,F,F,F,8,6,T,2,1,0,F,T,F,1,,,,3
Spain,2010,Paraguary,1,0,56,F,F,F,8,6,T,2,2,0,F,T,QF,1,,,,4
Spain,2010,Paraguary,1,0,85,F,F,T,8,6,T,0,1,1,F,T,QF,1,,,,2
Spain,2010,Switzerland,0,1,92,T,F,F,8,6,T,2,4,0,F,T,G,-1,,,,6
Spain,2014,Chile,0,2,18,F,F,F,8,6,T,1,3,0,F,F,G,-2,,,,4
Spain,2014,Chile,0,2,46,T,F,F,8,6,T,4,2,0,F,F,G,-2,,,,6
Spain,2018,Iran,1,0,96,F,F,F,8,6,T,2,1,1,F,F,G,1,,,,4
France,2010,Uruguay,0,0,11,F,F,F,8,7,F,1,2,0,F,F,G,0,,,,3
France,2010,Uruguay,0,0,49,F,F,F,8,7,F,2,2,0,F,F,G,0,,,,4
France,2010,Uruguay,0,0,93,F,F,F,8,7,F,1,0,1,F,F,G,0,,,,2
France,2014,Ecuador,0,0,6,F,F,F,8,7,F,1,2,0,F,F,G,0,,,,3
France,2018,Argentina,4,3,33,F,F,F,8,7,F,1,1,0,F,T,S,1,,,,2
France,2018,Australia,2,1,33,F,F,F,8,7,F,1,1,1,F,T,G,1,,,,3
France,2018,Belgium,1,0,32,F,F,F,8,7,F,2,1,0,F,T,SF,1,,,,3
France,2018,Croatia,4,2,33,F,F,T,8,7,F,0,1,1,F,T,F,2,,,,2
France,2018,Croatia,4,2,45,F,F,F,8,7,F,1,1,0,F,T,F,2,,,,2
France,2018,Denmark,0,0,24,F,F,F,8,7,F,1,1,1,F,T,G,0,,,,3
France,2018,Peru,1,0,39,F,F,T,8,7,F,2,1,0,F,T,G,1,,,,3
France,2018,Uruguay,2,0,17,F,F,F,8,7,F,3,2,0,F,T,QF,2,,,,5
France,2018,Uruguay,2,0,37,F,F,F,8,7,F,0,1,1,F,T,QF,2,,,,2
Germany,2010,Argentina,4,0,8,F,F,F,8,7,T,2,1,0,F,F,QF,4,,,,3
Germany,2010,Argentina,4,0,11,F,F,F,8,7,T,1,2,0,F,F,QF,4,,,,3
Germany,2010,Argentina,4,0,12,F,F,F,8,7,T,3, ,0,F,F,QF,4,,,,3
Germany,2010,Ghana,1,0,91,T,F,F,8,7,T,3,1,0,F,F,G,1,,,,4
Germany,2010,Serbia,0,1,30,F,F,F,8,7,T,1,0,0,F,F,G,-1,,,,1
Germany,2010,Spain,0,1,39,F,F,F,8,7,T,0,2,0,F,F,SF,-1,,,,2
Germany,2014,Algeria,2,1,97,F,F,F,8,7,T,1,3,0,F,T,S,1,,,,4
Germany,2014,Argentina,1,0,1,F,F,F,8,7,T,3,0,1,F,T,F,1,,,,4
Germany,2014,Argentina,1,0,108,F,F,T,8,7,T,3,1,0,F,T,F,1,,,,4
Germany,2014,Brazil,7,1,79,F,F,T,8,7,T,2,2,0,F,T,SF,6,,,,4
Germany,2014,France,1,0,22,F,F,F,8,7,T,1,1,1,F,T,QF,1,,,,3
Germany,2014,France,1,0,36,F,F,F,8,7,T,1,2,0,F,T,QF,1,,,,3
Germany,2014,Ghana,2,2,6,F,F,F,8,7,T,2,1,0,F,T,G,0,,,,3
Germany,2014,Ghana,2,2,79,F,F,F,8,7,T,1,3,0,F,T,G,0,,,,4
Germany,2018,Korea,0,2,61,F,F,F,8,7,T,0,2,0,F,F,G,-2,,,,2
Spain,2010,Germany,1,0,88,F,F,T,8,7,T,2,1,0,F,T,SF,1,,,,3
Spain,2010,Honduras,2,0,49,F,F,F,8,7,T,2,1,0,F,T,G,2,,,,3
Spain,2010,Netherlands,1,0,68,T,F,F,8,7,T,4, ,0,F,T,F,1,,,,4
Spain,2010,Portugal,1,0,9,F,F,T,8,7,T,2,1,0,F,T,S,1,,,,3
Spain,2010,Portugal,1,0,51,F,F,F,8,7,T,2,1,0,F,T,S,1,,,,3
Spain,2014,Chile,0,2,26,F,F,F,8,7,T,3, ,0,F,F,G,-2,,,,3
Spain,2014,Chile,0,2,34,F,F,F,8,7,T,1,1,0,F,F,G,-2,,,,2
France,2014,Ecuador,0,0,59,F,F,F,8,8,F,1,2,0,F,F,G,0,,,,3
France,2014,Ecuador,0,0,67,F,F,T,8,8,F,4,0,0,F,F,G,0,,,,4
France,2014,Germany,0,1,37,F,F,F,8,8,F,0,1,0,F,F,QF,-1,,,,1
France,2014,Honduras,3,0,34,F,F,F,8,8,F,1,1,0,F,F,G,3,,,,2
France,2018,Australia,2,1,63,F,F,F,8,8,F,1,2,0,F,T,G,1,,,,3
France,2018,Denmark,0,0,57,F,F,T,8,8,F,2,2,0,F,T,G,0,,,,4
France,2018,Denmark,0,0,84,F,F,F,8,8,F,0,1,0,F,T,G,0,,,,1
Germany,2010,Serbia,0,1,36,F,F,F,8,8,T,1,1,0,F,F,G,-1,,,,2
Germany,2010,Spain,0,1,52,F,F,F,8,8,T,3,0,0,F,F,SF,-1,,,,3
Germany,2010,Uruguay,3,2,52,F,F,F,8,8,T,2,1,0,F,F,TPP,1,,,,3
Germany,2014,Algeria,2,1,77,F,F,F,8,8,T,1,1,0,F,T,S,1,,,,2
Germany,2014,Argentina,1,0,59,F,F,F,8,8,T,1,2,0,F,T,F,1,,,,3
Germany,2014,Ghana,2,2,15,F,F,T,8,8,T,2,0,0,F,T,G,0,,,,2
Germany,2014,Ghana,2,2,30,T,F,F,8,8,T,2,2,0,F,T,G,0,,,,4
Germany,2014,US,1,0,81,F,F,T,8,8,T,1,2,0,F,T,G,1,,,,3
Germany,2018,Mexico,0,1,15,F,F,F,8,8,T,0,2,0,F,F,G,-1,,,,2
Germany,2018,Sweden,2,1,5,F,F,T,8,8,T,1,2,0,F,F,G,1,,,,3
Germany,2018,Sweden,2,1,53,T,F,F,8,8,T,1,2,0,F,F,G,1,,,,3
Spain,2010,Germany,1,0,9,F,F,F,8,8,T,1,1,0,F,T,SF,1,,,,2
Spain,2010,Germany,1,0,33,F,F,F,8,8,T,1,1,0,F,T,SF,1,,,,2
Spain,2010,Honduras,2,0,39,F,F,F,8,8,T,0,1,0,F,T,G,2,,,,1
Spain,2010,Honduras,2,0,60,F,F,F,8,8,T,2,1,0,F,T,G,2,,,,3
Spain,2010,Netherlands,1,0,38,F,F,F,8,8,T,1,0,1,F,T,F,1,,,,2
Spain,2010,Paraguary,1,0,38,F,F,F,8,8,T,2,1,0,F,T,QF,1,,,,3
Spain,2010,Switzerland,0,1,34,F,F,F,8,8,T,4,1,0,F,T,G,-1,,,,5
Spain,2010,Switzerland,0,1,58,F,F,T,8,8,T,0,3,0,F,T,G,-1,,,,3
Spain,2010,Switzerland,0,1,67,F,F,T,8,8,T,3,1,0,F,T,G,-1,,,,4
Spain,2010,Switzerland,0,1,79,F,F,F,8,8,T,1,2,0,F,T,G,-1,,,,3
Spain,2014,Australia,3,0,63,F,F,T,8,8,T,1,2,0,F,F,G,3,,,,3
Spain,2018,Morocco,2,2,64,F,F,T,8,8,T,1,2,0,F,F,G,0,,,,3
France,2014,Germany,0,1,48,F,F,F,8,9,F,2,1,1,F,F,QF,-1,,,,4
France,2014,Germany,0,1,51,F,F,F,8,9,F,0,2,0,F,F,QF,-1,,,,2
France,2014,Honduras,3,0,50,F,F,F,8,9,F,0,3,0,F,F,G,3,,,,3
France,2014,Nigeria,2,0,38,F,F,F,8,9,F,2,1,0,F,F,S,2,,,,3
France,2018,Australia,2,1,37,F,F,F,8,9,F,1,2,0,F,T,G,1,,,,3
France,2018,Australia,2,1,55,F,F,T,8,9,F,2,2,0,F,T,G,1,,,,4
France,2018,Australia,2,1,71,F,F,F,8,9,F,1,2,0,F,T,G,1,,,,3
France,2018,Belgium,1,0,28,F,F,F,8,9,F,1,1,0,F,T,SF,1,,,,2
Germany,2010,Uruguay,3,2,66,F,F,F,8,9,T,2,2,0,F,F,TPP,1,,,,4
Germany,2014,Portgual,4,0,20,F,F,F,8,9,T,2,1,0,F,T,G,4,,,,3
Germany,2014,US,1,0,37,F,F,T,8,9,T,2,1,0,F,T,G,1,,,,3
Germany,2018,Mexico,0,1,84,T,F,F,8,9,T,2,2,0,F,F,G,-1,,,,4
Germany,2018,Sweden,2,1,25,F,F,T,8,9,T,1,2,0,F,F,G,1,,,,3
Germany,2018,Sweden,2,1,103,F,F,F,8,9,T,1,1,0,F,F,G,1,,,,2
Spain,2010,Chile,2,1,103,F,F,T,8,9,T,0,2,0,F,T,G,1,,,,2
Spain,2010,Honduras,2,0,4,F,F,F,8,9,T,2,1,0,F,T,G,2,,,,3
Spain,2010,Honduras,2,0,23,F,F,F,8,9,T,1,1,0,F,T,G,2,,,,2
Spain,2010,Honduras,2,0,31,F,F,F,8,9,T,2,1,0,F,T,G,2,,,,3
Spain,2010,Honduras,2,0,47,F,F,F,8,9,T,1,2,0,F,T,G,2,,,,3
Spain,2010,Honduras,2,0,55,T,F,F,8,9,T,2,2,0,F,T,G,2,,,,4
Spain,2010,Portugal,1,0,3,T,F,F,8,9,T,1,0,0,F,T,S,1,,,,1
Spain,2010,Portugal,1,0,23,T,F,F,8,9,T,1,2,0,F,T,S,1,,,,3
Spain,2010,Portugal,1,0,30,T,F,F,8,9,T,1,1,0,F,T,S,1,,,,2
Spain,2010,Portugal,1,0,35,F,F,F,8,9,T,1,0,1,F,T,S,1,,,,2
Spain,2010,Portugal,1,0,41,T,F,F,8,9,T,1,0,1,F,T,S,1,,,,2
Spain,2010,Switzerland,0,1,4,F,F,F,8,9,T,3,1,0,F,T,G,-1,,,,4
Spain,2010,Switzerland,0,1,24,F,F,T,8,9,T,2,2,0,F,T,G,-1,,,,4
Spain,2010,Switzerland,0,1,68,F,F,T,8,9,T,2,2,0,F,T,G,-1,,,,4
Spain,2014,Chile,0,2,45,F,F,F,8,9,T,2,1,0,F,F,G,-2,,,,3
Spain,2018,Portugal,3,3,41,F,F,F,8,9,T,1,2,0,F,F,G,0,,,,3
Spain,2018,Russia,1,1,36,F,F,T,8,9,T,3,2,0,F,F,S,0,,,,5
France,2014,Germany,0,1,75,F,F,F,8,10,F,2,2,0,F,F,QF,-1,,,,4
France,2018,Denmark,0,0,101,F,F,F,8,10,F,3,1,0,F,T,G,0,,,,4
Germany,2018,Sweden,2,1,34,F,F,F,8,10,T,1,2,0,F,F,G,1,,,,3
Germany,2018,Sweden,2,1,42,F,F,T,8,10,T,1,1,1,F,F,G,1,,,,3
Germany,2018,Sweden,2,1,82,F,F,T,8,10,T,2,0,0,F,F,G,1,,,,2
Spain,2018,Iran,1,0,14,NA,F,T,8,10,T,1,2,0,F,F,G,1,,,,3
Spain,2018,Iran,1,0,30,NA,F,F,8,10,T,2,1,0,F,F,G,1,,,,3
Spain,2018,Iran,1,0,32,NA,F,F,8,10,T,2,2,0,F,F,G,1,,,,4
Spain,2018,Morocco,2,2,62,F,F,T,8,10,T,2,2,0,F,F,G,0,,,,4
Spain,2018,Morocco,2,2,71,F,F,T,8,10,T,2,1,1,F,F,G,0,,,,4
Spain,2018,Morocco,2,2,88,F,F,T,8,10,T,3,2,0,F,F,G,0,,,,5
Spain,2018,Russia,1,1,99,F,F,T,8,10,T,1,2,0,F,F,S,0,,,,3
Spain,2018,Russia,1,1,117,F,F,T,8,10,T,2,1,0,F,F,S,0,,,,3
Spain,2018,Russia,1,1,155,F,F,T,8,10,T,4,0,0,F,F,S,0,,,,4
France,2014,Nigeria,2,0,74,F,F,F,9,0,F,2,1,1,F,F,S,2,,,,4
France,2014,Germany,0,1,2,F,F,F,9,2,F,0,2,1,F,F,QF,-1,,,,3
Germany,2014,Brazil,7,1,52,F,F,F,9,2,T,2, ,0,F,T,SF,6,,,,2
Germany,2014,Portgual,4,0,58,F,F,T,9,2,T,1,1,1,F,T,G,4,,,,3
Spain,2010,Paraguary,1,0,93,T,F,F,9,2,T,1,2,0,F,T,QF,1,,,,3
Spain,2014,Chile,0,2,71,F,F,F,9,2,T,2,2,0,F,F,G,-2,,,,4
France,2018,Croatia,4,2,40,T,F,F,9,3,F,1,2,0,F,T,F,2,,,,3
Germany,2010,Argentina,4,0,82,T,T,F,9,3,T,2,2,0,F,F,QF,4,,,,4
Germany,2010,Australia,4,0,29,F,F,F,9,3,T,1,3,0,F,F,G,4,,,,4
Germany,2014,France,1,0,18,F,F,F,9,3,T,0,3,1,F,T,QF,1,,,,4
Spain,2010,Netherlands,1,0,18,F,F,F,9,3,T,2,0,1,F,T,F,1,,,,3
Spain,2014,Australia,3,0,15,F,F,F,9,3,T,1,2,0,F,F,G,3,,,,3
France,2010,Uruguay,0,0,29,F,F,F,9,4,F,2,2,0,F,F,G,0,,,,4
France,2014,Ecuador,0,0,96,T,F,F,9,4,F,0,2,1,F,F,G,0,,,,3
France,2014,Nigeria,2,0,10,F,F,F,9,4,F,1,2,0,F,F,S,2,,,,3
France,2014,Switerland,5,2,71,F,F,F,9,4,F,0,1,0,F,F,G,3,,,,1
France,2018,Argentina,4,3,4,F,F,F,9,4,F,0,1,1,F,T,S,1,,,,2
France,2018,Uruguay,2,0,13,F,F,T,9,4,F,0,1,1,F,T,QF,2,,,,2
France,2018,Uruguay,2,0,54,F,F,F,9,4,F,0,1,1,F,T,QF,2,,,,2
Germany,2010,Uruguay,3,2,77,F,F,F,9,4,T,0,2,1,F,F,TPP,1,,,,3
Germany,2014,Algeria,2,1,132,F,F,F,9,4,T,2,2,0,F,T,S,1,,,,4
Germany,2014,Brazil,7,1,87,F,F,F,9,4,T,0,2,0,F,T,SF,6,,,,2
Germany,2014,Portgual,4,0,56,F,F,F,9,4,T,1,1,0,F,T,G,4,,,,2
Germany,2018,Mexico,0,1,48,F,F,T,9,4,T,2,1,1,F,F,G,-1,,,,4
Spain,2010,Honduras,2,0,83,F,F,F,9,4,T,3,0,0,F,T,G,2,,,,3
Spain,2010,Paraguary,1,0,73,F,F,T,9,4,T,1,1,1,F,T,QF,1,,,,3
Spain,2010,Portugal,1,0,21,F,F,F,9,4,T,0,1,0,F,T,S,1,,,,1
Spain,2010,Portugal,1,0,88,F,F,T,9,4,T,0,2,1,F,T,S,1,,,,3
Spain,2014,Australia,3,0,34,T,F,F,9,4,T,1,0,1,F,F,G,3,,,,2
Spain,2014,Chile,0,2,30,F,F,F,9,4,T,0,2,1,F,F,G,-2,,,,3
Spain,2014,Chile,0,2,33,F,F,F,9,4,T,1,3,1,F,F,G,-2,,,,5
Spain,2018,Portugal,3,3,92,F,F,F,9,4,T,1,4,0,F,F,G,0,,,,5
France,2010,South Africa,1,2,75,F,F,F,9,5,F,0,1,0,F,F,G,-1,,,,1
France,2010,Uruguay,0,0,10,F,F,F,9,5,F,5,2,0,F,F,G,0,,,,7
France,2010,Uruguay,0,0,59,F,F,F,9,5,F,1,0,1,F,F,G,0,,,,2
France,2010,Uruguay,0,0,66,F,F,F,9,5,F,2,3,0,F,F,G,0,,,,5
France,2018,Belgium,1,0,61,F,F,F,9,5,F,2,1,0,F,T,SF,1,,,,3
France,2018,Uruguay,2,0,49,F,F,F,9,5,F,3,1,0,F,T,QF,2,,,,4
France,2018,Uruguay,2,0,77,F,F,F,9,5,F,1,1,0,F,T,QF,2,,,,2
France,2018,Uruguay,2,0,79,F,F,F,9,5,F,7,1,0,F,T,QF,2,,,,8
Germany,2010,England,4,1,89,F,F,F,9,5,T,2,1,0,F,F,S,3,,,,3
Germany,2010,Ghana,1,0,36,F,F,T,9,5,T,1,1,0,F,F,G,1,,,,2
Germany,2010,Ghana,1,0,81,F,F,F,9,5,T,0,2,0,F,F,G,1,,,,2
Germany,2010,Serbia,0,1,31,F,F,F,9,5,T,1,0,1,F,F,G,-1,,,,2
Germany,2010,Uruguay,3,2,21,F,F,F,9,5,T,0,1,0,F,F,TPP,1,,,,1
Germany,2014,Brazil,7,1,59,F,F,F,9,5,T,1,2,0,F,T,SF,6,,,,3
Germany,2014,Portgual,4,0,42,F,F,F,9,5,T,3,2,0,F,T,G,4,,,,5
Germany,2014,US,1,0,41,F,F,F,9,5,T,0,1,1,F,T,G,1,,,,2
Germany,2014,US,1,0,93,F,F,F,9,5,T,0,1,1,F,T,G,1,,,,2
Germany,2018,Mexico,0,1,46,F,F,F,9,5,T,0,3,0,F,F,G,-1,,,,3
Spain,2010,Chile,2,1,52,F,F,F,9,5,T,3,1,0,F,T,G,1,,,,4
Spain,2010,Germany,1,0,49,F,F,F,9,5,T,1,2,0,F,T,SF,1,,,,3
Spain,2010,Netherlands,1,0,34,T,F,F,9,5,T,3,1,0,F,T,F,1,,,,4
Spain,2010,Paraguary,1,0,66,F,F,F,9,5,T,0,0,1,F,T,QF,1,,,,1
Spain,2014,Australia,3,0,26,F,F,F,9,5,T,1,2,0,F,F,G,3,,,,3
Spain,2014,Australia,3,0,28,F,F,F,9,5,T,2,2,1,F,F,G,3,,,,5
Spain,2014,Chile,0,2,80,F,F,F,9,5,T,2,1,1,F,F,G,-2,,,,4
Spain,2014,Netherlands,1,5,50,F,F,F,9,5,T,1,1,0,F,F,G,-4,,,,2
France,2010,Mexico,0,2,32,F,F,F,9,6,F,4,0,0,F,F,G,-2,,,,4
France,2010,Mexico,0,2,57,F,F,F,9,6,F,2,0,1,F,F,G,-2,,,,3
France,2010,South Africa,1,2,20,F,F,F,9,6,F,0,1,0,F,F,G,-1,,,,1
France,2010,South Africa,1,2,71,F,F,F,9,6,F,0,1,2,F,F,G,-1,,,,3
France,2014,Ecuador,0,0,11,F,F,T,9,6,F,2,2,0,F,F,G,0,,,,4
France,2014,Ecuador,0,0,19,F,F,T,9,6,F,0,3,0,F,F,G,0,,,,3
France,2014,Ecuador,0,0,93,T,F,F,9,6,F,1,1,0,F,F,G,0,,,,2
France,2014,Germany,0,1,36,T,F,F,9,6,F,0,1,1,F,F,QF,-1,,,,2
France,2014,Honduras,3,0,10,F,F,F,9,6,F,2,1,1,F,F,G,3,,,,4
France,2014,Honduras,3,0,69,F,F,F,9,6,F,0,0,2,F,F,G,3,,,,2
France,2018,Australia,2,1,64,F,T,F,9,6,F,0,3,1,F,T,G,1,,,,4
France,2018,Croatia,4,2,23,F,F,F,9,6,F,2,1,0,F,T,F,2,,,,3
France,2018,Denmark,0,0,37,F,F,T,9,6,F,3,1,0,F,T,G,0,,,,4
France,2018,Peru,1,0,9,F,F,T,9,6,F,1,0,1,F,T,G,1,,,,2
France,2018,Uruguay,2,0,28,F,F,F,9,6,F,2, ,0,F,T,QF,2,,,,2
France,2018,Uruguay,2,0,58,F,F,F,9,6,F,1,0,1,F,T,QF,2,,,,2
Germany,2010,Argentina,4,0,40,F,F,T,9,6,T,1,2,0,F,F,QF,4,,,,3
Germany,2010,Australia,4,0,49,T,F,F,9,6,T,0,1,0,F,F,G,4,,,,1
Germany,2010,Australia,4,0,56,T,F,F,9,6,T,4,1,0,F,F,G,4,,,,5
Germany,2010,England,4,1,36,F,F,F,9,6,T,0,2,0,F,F,S,3,,,,2
Germany,2010,Ghana,1,0,16,F,F,F,9,6,T,1,0,1,F,F,G,1,,,,2
Germany,2010,Ghana,1,0,87,F,F,F,9,6,T,2,1,1,F,F,G,1,,,,4
Germany,2010,Spain,0,1,3,F,F,F,9,6,T,0,1,0,F,F,SF,-1,,,,1
Germany,2010,Uruguay,3,2,23,F,F,F,9,6,T,1,0,0,F,F,TPP,1,,,,1
Germany,2014,France,1,0,15,F,F,F,9,6,T,1,2,0,F,T,QF,1,,,,3
Germany,2014,Portgual,4,0,7,F,F,F,9,6,T,0,2,0,F,T,G,4,,,,2
Germany,2014,Portgual,4,0,39,F,F,F,9,6,T,0,1,0,F,T,G,4,,,,1
Germany,2018,Korea,0,2,64,F,F,F,9,6,T,1,2,0,F,F,G,-2,,,,3
Germany,2018,Mexico,0,1,87,F,F,F,9,6,T,1,1,1,F,F,G,-1,,,,3
Germany,2018,Sweden,2,1,91,F,F,F,9,6,T,1,1,0,F,F,G,1,,,,2
Spain,2010,Chile,2,1,12,F,F,F,9,6,T,2,2,0,F,T,G,1,,,,4
Spain,2010,Chile,2,1,76,F,F,F,9,6,T,2,1,0,F,T,G,1,,,,3
Spain,2010,Honduras,2,0,84,F,F,T,9,6,T,3,3,0,F,T,G,2,,,,6
Spain,2010,Portugal,1,0,24,F,F,F,9,6,T,3,1,0,F,T,S,1,,,,4
Spain,2018,Portugal,3,3,89,F,F,F,9,6,T,1,1,1,F,F,G,0,,,,3
France,2010,Uruguay,0,0,8,F,F,F,9,7,F,2,1,0,F,F,G,0,,,,3
France,2010,Uruguay,0,0,70,T,F,F,9,7,F,2,0,0,F,F,G,0,,,,2
France,2010,Uruguay,0,0,86,F,F,F,9,7,F,1,3,0,F,F,G,0,,,,4
France,2010,Uruguay,0,0,88,F,F,F,9,7,F,1,1,1,F,F,G,0,,,,3
France,2014,Ecuador,0,0,29,F,F,F,9,7,F,2, ,0,F,F,G,0,,,,2
